id,name
0,タンブラー
1,カクテルグラス
2,オールドファッションドグラス (ロックグラス)
3,ソーサー型シャンパングラス
4,コリンズグラス
5,ゴブレット
6,サワーグラス
7,耐熱グラス
8,フルート型シャンパングラス
9,トロピカルグラス
10,ショットグラス
11,ブランデーグラス
12,
13,リキュールグラス
14,ワイングラス
15,"タンブラー, ショットグラス"
16,アブサングラス
17,ピルスナーグラス
18,ボムグラス
